名前,読み仮名,属性,年齢,身長,体重,B,W,H,カップ(推定),BMI,誕生日,星座,血液型,利き手,出身地,趣味,CV
大沼くるみ,おおぬまくるみ,Cu,13,145cm,40kg,おっきい,ふつう,まぁまぁ,,19.025,3月30日,牡羊座,A型,右,石川,ポケットティッシュ収集、お風呂に入ること,
大原みちる,おおはらみちる,Cu,15,153cm,40kg,78,55,80,C,17.0874,4月12日,牡牛座,O型,右,福井,食べること,
岡崎泰葉,おかざきやすは,Co,16,153cm,43kg,79,55,80,C,18.369,7月16日,蟹座,A型,左,長崎,ドールハウス作り,
緒方智絵里,おがたちえり,Cu,16,153cm,42kg,79,57,80,C,17.9418,6月11日,双子座,A型,右,三重,四葉のクローバー集め,大空直美
奥山沙織,おくやまさおり,Cu,19,156cm,47kg,83,57,81,D,19.313,6月12日,双子座,B型,右,秋田,読書,
乙倉悠貴,おとくらゆうき,Cu,13,164cm,40kg,70,53,74,AA,14.8721,10月6日,天秤座,A型,右,岡山,ミックスジュース作り・スクラップブック作り,中島由貴
片桐早苗,かたぎりさなえ,Pa,28,152cm,47kg,92,58,84,H,20.3428,3月7日,魚座,O型,右,新潟,マッサージ・スーパー銭湯,和氣あず未
上条春菜,かみじょうはるな,Co,18,156cm,42kg,79,56,80,C,17.2584,4月10日,牡羊座,O型,右,静岡,猫と縁側でお昼寝,長島光那
神谷奈緒,かみやなお,Co,17,154cm,44kg,83,58,81,D,18.5529,9月16日,乙女座,AB型,左,千葉,アニメ鑑賞,松井恵理子
川島瑞樹,かわしまみずき,Co,28,159cm,44kg,87,57,85,E,17.4044,11月25日,射手座,A型,右,大阪,掃除、洗濯,東山奈央
神崎蘭子,かんざきらんこ,Co,14,156cm,41kg,81,57,80,C,16.8475,4月8日,牡羊座,A型,右,熊本,絵を描くこと,内田真礼
我那覇響,がなはひびき,Cu,16,152cm,41kg,83,56,80,E,17.7458,10月10日,天秤座,A型,右,765プロダクション,編み物、卓球、散歩,沼倉愛美
菊地真,きくちまこと,Cu,17,159cm,44kg,75,57,78,A,17.4044,8月29日,乙女座,O型,右,765プロダクション,スポーツ全般、ぬいぐるみ集め,平田宏美
如月千早,きさらぎちはや,Co,16,162cm,41kg,72,55,78,AA,15.6226,2月25日,魚座,A型,右,765プロダクション,音楽鑑賞(クラシック)、トレーニング,今井麻美
岸部彩華,きしべあやか,Co,19,162cm,46kg,89,59,85,E,17.5278,11月13日,蠍座,A型,右,埼玉,ネイルアート・エステ・岩盤浴,
北川真尋,きたがわまひろ,Pa,17,158cm,43kg,75,57,79,A,17.2248,2月17日,水瓶座,O型,右,香川,走ること・食べること・寝ること,
喜多日菜子,きたひなこ,Pa,15,151cm,38kg,78,56,78,C,16.6659,4月6日,牡羊座,AB型,右,秋田,妄想,
喜多見柚,きたみゆず,Pa,15,156cm,43kg,82,57,82,D,17.6693,12月2日,射手座,B型,左,埼玉,バドミントン,武田羅梨沙多胡
木場真奈美,きばまなみ,Co,25,172cm,50kg,88,60,89,D,16.901,8月8日,獅子座,AB型,右,長崎,筋トレ・料理,
木村夏樹,きむらなつき,Pa,18,159cm,41kg,82,57,83,C,16.2177,8月19日,獅子座,AB型,左,茨城,ツーリング,安野希世乃
キャシー・グラハム,きゃしーぐらはむ,Pa,15,168cm,49kg,83,56,85,D,17.3611,9月19日,乙女座,O型,左,ニューヨーク,インラインスケート・ダンス,
桐野アヤ,きりのあや,Co,19,160cm,43kg,86,56,86,E,16.7969,4月8日,牡羊座,A型,右,福岡,格闘技観戦,
桐生つかさ,きりゅうつかさ,Co,18,164cm,45kg,83,55,82,D,16.7311,2月24日,魚座,A型,右,福井,異業種交流、ホットヨガ、ぬか床の世話,
日下部若葉,くさかべわかば,Cu,20,148cm,40kg,77,54,78,C,18.2615,5月4日,牡牛座,O型,右,群馬,ジグソーパズル,
工藤忍,くどうしのぶ,Cu,16,154cm,41kg,78,54,81,C,17.2879,3月9日,魚座,A型,左,青森,おまけ集め,
クラリス,くらりす,Cu,20,166cm,45kg,80,55,82,C,16.3304,8月26日,乙女座,AB型,右,兵庫,ボランティア,
栗原ネネ,くりはらねね,Cu,15,161cm,44kg,77,54,78,B,16.9747,9月9日,乙女座,A型,右,群馬,テレビ鑑賞・健康作り,
黒川千秋,くろかわちあき,Co,20,163cm,45kg,86,57,86,E,16.937,2月26日,魚座,B型,右,北海道,クラシック鑑賞,
ケイト,けいと,Co,20,157cm,45kg,83,59,85,C,18.2563,8月15日,獅子座,O型,右,イギリス,日本の雑誌を見るコト,
古賀小春,こがこはる,Cu,12,140cm,35kg,72,54,77,B,17.8571,4月1日,牡羊座,O型,左,佐賀,イグアナのヒョウくんと遊ぶこと、家のお手伝い,
輿水幸子,こしみずさちこ,Cu,14,142cm,37kg,74,52,75,C,18.3495,11月25日,射手座,B型,左,山梨,勉強ノートの清書,竹達彩奈
小関麗奈,こせきれいな,Pa,13,148cm,41kg,75,50,77,C,18.718,3月5日,魚座,B型,右,山形,いたずら,
小早川紗枝,こばやかわさえ,Cu,15,148cm,42kg,78,56,80,C,19.1746,10月18日,天秤座,AB型,右,京都,日本舞踊,立花理香
小日向美穂,こひなたみほ,Cu,17,155cm,42kg,82,59,86,C,17.4818,12月16日,射手座,O型,左,熊本,ひなたぼっこ,津田美波
小松伊吹,こまついぶき,Pa,19,165cm,48kg,85,59,88,D,17.6309,11月17日,蠍座,O型,右,茨城,ストリートダンス・スケボー・恋愛映画を見る事,
小室千奈美,こむろちなみ,Co,19,164cm,45kg,84,56,82,D,16.7311,6月9日,双子座,AB型,右,愛知,ダーツ,
西園寺琴歌,さいおんじことか,Cu,17,156cm,46kg,87,57,85,F,18.902,1月23日,水瓶座,O型,右,東京,押し花作り,
斉藤洋子,さいとうようこ,Pa,20,157cm,46kg,85,57,82,E,18.662,12月29日,山羊座,O型,右,福岡,半身浴,
冴島清美,さえじまきよみ,Pa,15,153cm,43kg,76,58,78,A,18.369,9月26日,天秤座,A型,右,沖縄,掃除、整理整頓、腕章作り,
榊原里美,さかきばらさとみ,Cu,17,162cm,46kg,91,56,86,G,17.5278,8月27日,乙女座,O型,右,山形,甘いお菓子を食べること,
鷺沢文香,さぎさわふみか,Co,19,162cm,45kg,84,54,81,E,17.1468,10月27日,蠍座,AB型,右,長野,本屋めぐり・栞作り,M・A・O
佐久間まゆ,さくままゆ,Cu,16,153cm,40kg,78,54,80,C,17.0874,9月7日,乙女座,B型,両,仙台,お料理、編み物,牧野由依
櫻井桃華,さくらいももか,Cu,12,145cm,39kg,72,53,75,A,18.5493,4月8日,牡羊座,A型,右,神戸,ティータイム,照井春佳
佐々木千枝,ささきちえ,Co,11,139cm,33kg,73,49,73,C,17.0799,6月7日,双子座,AB型,左,富山,裁縫,今井麻夏
佐城雪美,さじょうゆきみ,Co,10,137cm,30kg,63,47,65,AA,15.9838,9月28日,天秤座,AB型,右,京都,ペット(黒猫)と会話,
佐藤心,さとうしん,Pa,26,166cm,ダイエットちゅう,ぼんっ,きゅっ,ぼんっ♪,,,7月22日,蟹座,AB型,右,長野,ドレスアップ・衣装作り,花守ゆみり
沢田麻理菜,さわだまりな,Pa,26,166cm,47kg,87,57,87,E,17.0562,5月6日,牡牛座,B型,右,長野,サーフィン,
財前時子,ざいぜんときこ,Pa,21,168cm,46kg,83,55,85,D,16.2982,4月18日,牡羊座,B型,右,名古屋,お仕置き、豚を料理すること,
椎名法子,しいなのりこ,Cu,13,147cm,38kg,76,55,79,B,17.5853,10月10日,天秤座,O型,右,大阪,新作ドーナツの試食,都丸ちよ
塩見周子,しおみしゅうこ,Co,18,163cm,45kg,82,56,81,D,16.937,12月12日,射手座,B型,左,京都,献血・ダーツ,ルゥ ティン
四条貴音,しじょうたかね,Co,18,169cm,49kg,90,62,92,E,17.1563,1月21日,水瓶座,B型,右,765プロダクション,天体観測、歴史,原由実
篠原礼,しのはられい,Co,27,171cm,49kg,93,58,88,G,16.7573,11月22日,射手座,B型,左,宮崎,社交ダンス,
渋谷凛,しぶやりん,Co,15,165cm,44kg,80,56,81,C,16.1616,8月10日,獅子座,B型,右,東京,犬の散歩,福原綾香
島村卯月,しまむらうづき,Cu,17,159cm,45kg,83,59,87,C,17.7999,4月24日,牡牛座,O型,右,東京,友達と長電話,大橋彩香
首藤葵,しゅとうあおい,Pa,13,145cm,39kg,73,53,75,B,18.5493,8月18日,獅子座,O型,右,大分,魚さばき,
白菊ほたる,しらぎくほたる,Cu,13,156cm,42kg,77,53,76,C,17.2584,4月19日,牡羊座,AB型,左,鳥取,笑顔の練習・アイドルレッスン,
白坂小梅,しらさかこうめ,Co,13,142cm,34kg,65,50,70,AA,16.8617,3月28日,牡羊座,AB型,左,兵庫,ホラー・スプラッタ映画鑑賞　心霊スポット巡り,桜咲千依
城ヶ崎美嘉,じょうがさきみか,Pa,17,162cm,43kg,80,56,82,C,16.3847,11月12日,蠍座,AB型,左,埼玉,カラオケ,佳村はるか
城ヶ崎莉嘉,じょうがさきりか,Pa,12,149cm,36kg,72,54,75,A,16.2155,7月30日,獅子座,B型,左,埼玉,シール集め,山本希望
杉坂海,すぎさかうみ,Pa,18,162cm,45kg,88,58,86,E,17.1468,7月20日,蟹座,B型,右,山口,ウインドサーフィン,
涼宮星花,すずみやせいか,Cu,19,158cm,45kg,82,57,83,D,18.026,8月28日,乙女座,A型,右,岐阜,バイオリン,
関裕美,せきひろみ,Cu,14,155cm,43kg,78,55,80,C,17.898,8月17日,獅子座,A型,右,富山,アクセサリー作り,会沢紗弥
瀬名詩織,せなしおり,Co,19,165cm,48kg,85,58,83,D,17.6309,1月10日,山羊座,A型,右,沖縄,海沿いを散歩,
仙崎恵磨,せんざきえま,Pa,21,156cm,45kg,81,55,81,D,18.4911,6月27日,蟹座,O型,左,大阪,革小物集め,
相馬夏美,そうまなつみ,Pa,25,160cm,46kg,83,60,89,C,17.9688,7月23日,獅子座,A型,右,京都,ランニング,
高垣楓,たかがきかえで,Co,25,171cm,49kg,81,57,83,B,16.7573,6月14日,双子座,AB型,左,和歌山,温泉めぐり,早見沙織
高槻やよい,たかつきやよい,Cu,14,145cm,37kg,74,54,78,B,17.5981,3月25日,牡羊座,O型,右,765プロダクション,オセロ、野球、家庭菜園,仁後真耶子
高橋礼子,たかはしれいこ,Co,31,167cm,51kg,91,62,90,E,18.2868,5月8日,牡牛座,O型,右,神奈川,パーティーに行くこと,
鷹富士茄子,たかふじかこ,Co,20,160cm,43kg,88,57,88,F,16.7969,1月1日,山羊座,AB型,右,島根,隠し芸,
高峯のあ,たかみねのあ,Co,24,168cm,48kg,87,55,86,E,17.0068,3月25日,牡羊座,B型,右,奈良,天体観測,
高森藍子,たかもりあいこ,Pa,16,155cm,42kg,74,60,79,AA,17.4818,7月25日,獅子座,O型,右,東京,近所の公園をお散歩,金子有希
多田李衣菜,ただりいな,Co,17,152cm,41kg,80,55,81,D,17.7458,6月30日,蟹座,A型,右,東京,音楽鑑賞,青木瑠璃子
橘ありす,たちばなありす,Co,12,141cm,34kg,68,52,67,AA,17.1018,7月31日,獅子座,A型,右,兵庫,ゲーム・読書(ミステリー),佐藤亜美菜
月宮雅,つきみやみやび,Cu,18,153cm,44kg,86,56,82,F,18.7962,10月30日,蠍座,B型,右,東京,ママとショッピング,
土屋亜子,つちやあこ,Pa,15,156cm,42kg,85,54,83,F,17.2584,5月2日,牡牛座,B型,右,静岡,貯金、食べること,
東郷あい,とうごうあい,Co,23,167cm,45kg,82,57,83,C,16.1354,2月7日,水瓶座,AB型,両,福島,サックス,
十時愛梨,とときあいり,Pa,18,161cm,46kg,86,58,88,E,17.7462,12月8日,射手座,O型,右,秋田,ケーキ作り,原田ひとみ
トレーナー,とれーなー,Pa,23,160cm,45kg,84,56,85,D,17.5781,6月10日,双子座,B型,右,栃木,早朝ランニング,藤村歩
道明寺歌鈴,どうみょうじかりん,Cu,17,155cm,43kg,80,57,83,C,17.898,1月1日,山羊座,A型,右,奈良,境内のお掃除,新田ひより
中野有香,なかのゆか,Cu,18,149cm,40kg,77,57,81,B,18.0172,3月23日,牡羊座,B型,右,東京,空手,下地紫野
長富蓮実,ながとみはすみ,Cu,16,161cm,45kg,83,56,85,D,17.3604,3月19日,魚座,A型,右,島根,ボウリング・古着屋巡り,
ナターリア,なたーりあ,Pa,14,155cm,43kg,84,55,86,E,17.898,6月29日,蟹座,A型,右,リオ・デ・ジャネイロ,ベリーダンス,
並木芽衣子,なみきめいこ,Pa,22,160cm,44kg,80,57,82,C,17.1875,10月14日,天秤座,AB型,右,和歌山,旅行,
成宮由愛,なるみやゆめ,Co,13,150cm,40kg,72,51,73,B,17.7778,11月3日,蠍座,AB型,両,滋賀,写生・水彩画,
南条光,なんじょうひかる,Pa,14,140cm,41kg,79,58,80,C,20.9184,9月13日,乙女座,B型,右,徳島,特撮番組鑑賞、特撮ごっこ,神谷早矢佳
難波笑美,なんばえみ,Pa,17,158cm,45kg,82,56,80,D,18.026,5月1日,牡牛座,O型,右,大阪,お笑いライブ巡り、モノマネ,伊達朱里紗
西川保奈美,にしかわほなみ,Co,16,155cm,55kg,88,60,86,E,22.8928,10月23日,天秤座,A型,両,兵庫,オペラ鑑賞・宝塚鑑賞,
西島櫂,にしじまかい,Pa,19,172cm,49kg,86,59,83,D,16.563,8月17日,獅子座,O型,右,大阪,水族館巡り,
新田美波,にったみなみ,Co,19,165cm,45kg,82,55,85,D,16.5289,7月27日,獅子座,O型,右,広島,ラクロス、資格取得,洲崎綾
二宮飛鳥,にのみやあすか,Co,14,154cm,42kg,75,55,78,B,17.7096,2月3日,水瓶座,B型,右,静岡,ヘアアレンジ、ラジオを聴くこと、漫画を描くこと,青木志貴
丹羽仁美,にわひとみ,Cu,18,157cm,43kg,81,55,79,D,17.4449,6月4日,双子座,B型,右,名古屋,史跡巡り・武将グッズ収集,
野々村そら,ののむらそら,Pa,15,157cm,46kg,84,57,85,D,18.662,1月3日,山羊座,B型,右,福岡,友達と電話,
萩原雪歩,はぎわらゆきほ,Pa,17,155cm,42kg,81,56,81,D,17.4818,12月24日,山羊座,A型,右,765プロダクション,MY詩集を書くこと、日本茶、ブログ,浅倉杏美
服部瞳子,はっとりとうこ,Co,25,169cm,48kg,78,57,80,A,16.8061,10月11日,天秤座,O型,左,大分,熱帯魚観賞・温泉めぐり,
浜川愛結奈,はまかわあゆな,Pa,22,168cm,50kg,92,58,85,G,17.7154,5月25日,双子座,B型,右,大阪,乗馬,
浜口あやめ,はまぐちあやめ,Pa,15,154cm,42kg,78,55,80,C,17.7096,1月13日,山羊座,A型,左,三重,時代劇鑑賞、忍者グッズ収集、撮影所巡り,田澤茉純
早坂美玲,はやさかみれい,Cu,14,147cm,39kg,75,54,77,B,18.048,5月9日,牡牛座,B型,右,宮城,ぬいぐるみ集め,朝井彩加
速水奏,はやみかなで,Co,17,162cm,43kg,86,55,84,E,16.3847,7月1日,蟹座,O型,右,東京,映画観賞,飯田友子
原田美世,はらだみよ,Cu,20,163cm,46kg,86,59,85,D,17.3134,11月14日,蠍座,O型,右,石川,クルマ・バイクいじり,
柊志乃,ひいらぎしの,Co,31,167cm,43kg,84,54,83,E,15.4183,12月25日,山羊座,AB型,左,山梨,ワインツーリズム(産地巡り),
日野茜,ひのあかね,Pa,17,148cm,40kg,80,60,82,B,18.2615,8月4日,獅子座,AB型,右,栃木,ラグビー観戦,赤崎千夏
姫川友紀,ひめかわゆき,Pa,20,161cm,44kg,80,57,80,C,16.9747,9月14日,乙女座,A型,右,宮崎,野球観戦,杜野まこ
兵藤レナ,ひょうどうれな,Cu,27,167cm,48kg,92,56,84,G,17.2111,10月3日,天秤座,O型,左,東京,トランプ,
福山舞,ふくやままい,Cu,10,132cm,28kg,64,56,70,AAA↓,16.0698,1月21日,水瓶座,O型,左,兵庫,一輪車,
藤居朋,ふじいとも,Co,19,163cm,45kg,78,57,83,B,16.937,7月1日,蟹座,O型,右,滋賀,占い,
藤本里奈,ふじもとりな,Cu,18,154cm,41kg,77,55,80,B,17.2879,10月14日,天秤座,A型,右,湘南,単車乗り、コンビニで立ち読み,金子真由美
藤原肇,ふじわらはじめ,Co,16,161cm,43kg,80,55,84,C,16.5889,6月15日,双子座,B型,両,岡山,陶芸、釣り,鈴木みのり
双葉杏,ふたばあんず,Cu,17,139cm,30kg,？,？,？,,15.5271,9月2日,花も恥らう乙女座,B型,右,北海道,なし,五十嵐裕美
双海亜美,ふたみあみ,Pa,13,158cm,42kg,78,55,77,C,16.8242,5月22日,双子座,B型,右,765プロダクション,メール、エコ,下田麻美
双海真美,ふたみまみ,Pa,13,158cm,42kg,78,55,77,C,16.8242,5月22日,双子座,B型,左,765プロダクション,メール、ゲーム,下田麻美
古澤頼子,ふるさわよりこ,Co,17,165cm,45kg,80,59,83,B,16.5289,5月18日,牡牛座,A型,左,茨城,美術展・博物展観覧,
ヘレン,へれん,Co,24,158cm,46kg,90,58,81,F,18.4265,4月4日,牡羊座,AB型,右,海の向こう,DVD鑑賞,
ベテラントレーナー,べてらんとれーなー,Pa,26,163cm,45kg,83,56,84,D,16.937,9月10日,乙女座,A型,右,栃木,デイトレード,藤村歩
北条加蓮,ほうじょうかれん,Co,16,155cm,42kg,83,55,81,E,17.4818,9月5日,乙女座,B型,右,東京,ネイル,渕上舞
星井美希,ほしいみき,Pa,15,161cm,45kg,86,55,83,F,17.3604,11月23日,射手座,B型,右,765プロダクション,友達とおしゃべり、ネイルアート,長谷川明子
星輝子,ほししょうこ,Pa,15,142cm,35kg,73,53,75,B,17.3577,6月6日,双子座,B型,左,福島,キノコ栽培,松田颯水
堀裕子,ほりゆうこ,Pa,16,157cm,44kg,81,58,80,C,17.8506,3月13日,魚座,O型,右,福井,サイキックトレーニング,鈴木絵理
本田未央,ほんだみお,Pa,15,161cm,46kg,84,58,87,D,17.7462,12月1日,射手座,B型,右,千葉,ショッピング,原紗友里
前川みく,まえかわみく,Cu,15,152cm,45kg,85,55,81,F,19.4771,2月22日,魚座,B型,右,大阪,猫カフェ巡り,高森奈津美
槙原志保,まきはらしほ,Pa,19,162cm,46kg,86,57,91,E,17.5278,4月27日,牡牛座,B型,右,三重,スイーツめぐり,
マスタートレーナー,ますたーとれーなー,Pa,28,166cm,45kg,82,56,83,C,16.3304,12月10日,射手座,AB型,右,栃木,スポーツドリンクの自作,藤村歩
松尾千鶴,まつおちづる,Co,15,161cm,45kg,78,54,81,C,17.3604,3月21日,牡羊座,A型,右,福岡,勉強・習字,
松永涼,まつながりょう,Co,18,160cm,47kg,90,56,86,G,18.3594,10月1日,天秤座,AB型,右,東京,ホラー映画鑑賞,千菅春香
松原早耶,まつばらさや,Cu,18,156cm,43kg,83,58,86,D,17.6693,12月28日,山羊座,AB型,右,兵庫,ブログ,
松本沙理奈,まつもとさりな,Co,22,165cm,48kg,92,58,85,G,17.6309,9月1日,乙女座,A型,右,東京,ショッピング,
松山久美子,まつやまくみこ,Pa,21,161cm,44kg,81,56,81,C,16.9747,1月21日,水瓶座,A型,右,神奈川,ピアノ,
的場梨沙,まとばりさ,Pa,12,143cm,38kg,71,58,73,AA,18.5828,11月19日,蠍座,B型,右,山口,ダンス、パパとデート,
間中美里,まなかみさと,Cu,20,160cm,46kg,84,57,85,D,17.9688,11月6日,蠍座,AB型,右,神奈川,旅行,
真鍋いつき,まなべいつき,Pa,22,165cm,46kg,85,57,83,D,16.8962,12月29日,山羊座,O型,右,石川,とにかく運動,
三浦あずさ,みうらあずさ,Co,21,168cm,48kg,91,59,86,F,17.0068,7月19日,蟹座,O型,右,765プロダクション,犬の散歩、カフェ巡り,たかはし智秋
水木聖來,みずきせいら,Co,23,155cm,43kg,82,55,80,D,17.898,4月27日,牡牛座,B型,右,茨城,犬の散歩,
水野翠,みずのみどり,Co,18,164cm,47kg,80,54,81,C,17.4747,12月5日,射手座,AB型,右,愛知,弓道,
水本ゆかり,みずもとゆかり,Cu,15,155cm,42kg,81,56,82,D,17.4818,10月18日,天秤座,A型,右,青森,フルート,藤田茜
水瀬伊織,みなせいおり,Pa,15,153cm,40kg,77,54,79,C,17.0874,5月5日,牡牛座,AB型,右,765プロダクション,海外旅行、食べ歩き,釘宮理恵
三船美優,みふねみゆ,Co,26,165cm,46kg,85,60,85,C,16.8962,2月25日,魚座,AB型,右,岩手,アロマテラピー,原田彩楓
三村かな子,みむらかなこ,Cu,17,153cm,52kg,90,65,89,E,22.2137,1月6日,山羊座,O型,右,東京,お菓子作り,大坪由佳
宮本フレデリカ,みやもとふれでりか,Cu,19,164cm,46kg,83,57,85,D,17.1029,2月14日,水瓶座,B型,左,パリ,ファッション,髙野麻美
三好紗南,みよしさな,Pa,14,149cm,39kg,75,56,80,B,17.5668,6月25日,蟹座,B型,右,香川,TVゲーム・夜更かし,
向井拓海,むかいたくみ,Pa,18,163cm,53kg,95,60,87,H,19.9481,8月7日,獅子座,A型,右,神奈川,バイクいじり,原優子
棟方愛海,むなかたあつみ,Cu,14,151cm,41kg,73,56,75,A,17.9817,8月1日,獅子座,A型,両,青森,指の運動,藤本彩花
村上巴,むらかみともえ,Pa,13,146cm,37kg,74,53,76,B,17.3579,1月3日,山羊座,A型,右,広島,演歌、将棋,花井美春
村松さくら,むらまつさくら,Cu,15,145cm,38kg,75,55,77,B,18.0737,3月27日,牡羊座,O型,右,静岡,ピンクのもの集め,
メアリー・コクラン,めありーこくらん,Pa,11,150cm,40kg,70,58,72,AAA,17.7778,1月19日,山羊座,B型,左,サンフランシスコ,女磨き・グルメツアー,
持田亜里沙,もちだありさ,Cu,21,156cm,45kg,77,54,76,C,18.4911,8月24日,乙女座,AB型,右,長野,子どもと遊ぶこと,
望月聖,もちづきひじり,Co,13,150cm,37kg,82,56,86,D,16.4444,12月25日,山羊座,O型,右,長野,歌を口ずさむこと,
桃井あずき,ももいあずき,Cu,15,145cm,40kg,80,55,78,D,19.025,7月7日,蟹座,A型,右,長野,金魚すくい,
森久保乃々,もりくぼのの,Co,14,149cm,38kg,73,55,76,A,17.1163,8月27日,乙女座,AB型,左,神奈川,ポエム作り・少女漫画集め,高橋花林
諸星きらり,もろぼしきらり,Pa,17,182cm,60kg,91,64,86,D,18.1138,9月1日,乙女座,O型,右,東京,かわいい物集め,松嵜麗
楊菲菲,やおふぇいふぇい,Cu,15,152cm,41kg,82,58,84,D,17.7458,9月29日,天秤座,O型,右,香港,料理,
八神マキノ,やがみまきの,Co,18,160cm,45kg,85,56,83,E,17.5781,11月7日,蠍座,B型,右,岐阜,諜報活動,
